"src;dst;time"
"137584;510;69640"
"425124;41382;69664"
"182497;93476;69665"
"115038;63931;69684"
"406603;2156;69713"
"396362;250519;69715"
"183449;11876;69759"
"183449;11876;69766"
"16433;65644;69774"
"305864;245839;69777"
"54656;1134;69780"
"405749;250519;69789"
"303967;373505;69809"
"39885;103447;69821"
"288008;250519;69857"
"25284;63931;69870"
"413395;250519;69941"
"289650;250519;69942"
"147997;9951;69974"
"297624;26486;69975"
"22743;26486;70004"
"259769;250519;70007"
"43712;26486;70046"
"5695;26486;70054"
"242812;250519;70063"
"67601;250519;70095"
"398291;250519;70129"
"426280;250519;70141"
"179254;1805;70179"
"398971;26486;70211"
"259593;250519;70235"
"125436;117033;70241"
"372884;250519;70257"
"427276;250519;70258"
"162325;38602;70273"
"185595;4475;70284"
"367674;250519;70294"
"156105;38790;70408"
"105828;65644;70416"
"173392;41382;70515"
"103447;39885;70551"
"63070;250519;70564"
"62883;4665;70593"
"106211;4665;70621"
"173422;250519;70625"
"451012;250519;70626"
"147325;147255;70647"
"315855;41382;70730"
"106570;38790;70736"
"104521;250519;70747"
"39124;6940;70761"
"120301;6940;70770"
"58939;6940;70772"
"49184;6940;70777"
"102477;6940;70781"
"170787;6940;70792"
"325810;250519;70792"
"65253;6940;70794"
"71485;6940;70795"
"116284;6940;70802"
"447778;41382;70811"
"124898;6940;70818"
"80858;6940;70818"
"426445;6940;70819"
"155672;6940;70828"
"175567;250519;70842"
"131538;6940;70856"
"64729;6940;70866"
"45463;6940;70867"
"52322;11978;70868"
"192128;6940;70874"
"265408;6940;70877"
"53613;6940;70891"
"247996;147255;70891"
"184039;6940;70896"
"287057;6940;70897"
"28993;28996;70903"
"107;510;70924"
"14570;6940;70925"
"57473;6940;70938"
"208328;6940;70942"
"8702;6940;70960"
"59356;6940;70961"
"31082;6940;70965"
"102406;6940;70968"
"70629;6940;70977"
"341261;6940;70985"
"77700;41382;70985"
"77700;60350;70997"
"28958;28996;70999"
"40255;6940;71021"
"342910;6940;71028"
"51816;6940;71031"
"379012;250519;71038"
"58870;510;71045"
"343014;250519;71065"
"53243;6940;71068"
"16869;26486;71073"
"43055;71909;71077"
"427168;250519;71088"
"134853;6940;71094"
"273748;6940;71097"
"29919;6940;71098"
"404617;6940;71100"
"445427;250519;71101"
"353709;6940;71113"
"57977;6940;71115"
"51682;6940;71117"
"19535;6940;71117"
"50315;6940;71118"
"329378;6940;71121"
"228557;109267;71124"
"200662;6940;71136"
"53281;6940;71141"
"70654;6940;71142"
"16528;6940;71146"
"178396;6940;71149"
"111592;6940;71157"
"324033;6940;71162"
"125427;125419;71174"
"141367;6940;71174"
"104571;22240;71178"
"328165;6940;71191"
"8794;6940;71192"
"147322;147255;71194"
"57993;6940;71199"
"114857;6940;71204"
"133810;250519;71221"
"124086;6940;71224"
"33849;6940;71231"
"171691;21782;71272"
"432242;6940;71309"
"96823;6940;71325"
"80818;6940;71331"
"97227;6940;71345"
"116686;6940;71355"
"133250;6940;71355"
"120131;6940;71376"
"43996;6940;71409"
"56426;6940;71433"
"265700;250519;71440"
"198347;6940;71453"
"242626;250519;71478"
"452438;41382;71488"
"5123;63931;71492"
"78109;510;71493"
"365519;250519;71515"
"149691;63931;71522"
"234955;250519;71534"
"226133;250519;71539"
"5310;23461;71579"
"63386;6940;71595"
"115567;6940;71610"
"140109;63931;71637"
"88838;103447;71639"
"88838;39885;71648"
"273680;250519;71683"
"169614;65644;71686"
"159525;6940;71712"
"295820;6940;71713"
"163684;6940;71722"
"200332;18065;71738"
"100316;6940;71747"
"52210;6940;71790"
"244358;250519;71830"
"62564;6940;71841"
"35015;57967;71866"
"77400;57967;71880"
"364847;57967;71897"
"132182;90700;71914"
"94062;6940;71928"
"356205;6940;71971"
"54028;6940;71976"
"95037;6940;71988"
"112018;57967;72002"
"278548;6940;72006"
"144568;1134;72009"
"212363;250519;72018"
"111181;21782;72019"
"375626;250519;72056"
"4884;6940;72059"
"304826;6940;72061"
"334930;6940;72077"
"117693;206334;72095"
"140109;4665;72107"
"78770;47460;72125"
"353830;250519;72135"
"136907;510;72145"
"21730;6940;72156"
"124378;38790;72254"
"42909;38790;72274"
"211730;6940;72283"
"169664;4665;72290"
"141039;38790;72306"
"360072;6940;72318"
"346234;6940;72324"
"118274;6940;72378"
"208623;250519;72383"
"108133;38790;72393"
"82781;38790;72405"
"86079;6940;72431"
"336896;6940;72438"
"111005;6940;72487"
"16309;4974;72493"
"341003;6940;72505"
"113135;6940;72509"
"239829;250519;72510"
"200218;41382;72517"
"371075;6940;72524"
"64257;6940;72553"
"92221;3323;72559"
"365518;250519;72560"
"362327;250519;72575"
"26963;1134;72587"
"208442;250519;72606"
"35985;26486;72613"
"404337;250519;72615"
"356177;250519;72639"
"8755;6940;72667"
"414073;250519;72675"
"446962;250519;72688"
"57254;98639;72693"
"243571;6940;72698"
"83119;23461;72713"
"82689;6940;72725"
"42180;84647;72733"
"52361;6940;72737"
"367874;250519;72742"
"531;1134;72742"
"3604;63931;72743"
"215090;215092;72746"
"62001;40973;72757"
"148232;6940;72757"
"50322;1134;72762"
"51992;1134;72766"
"279049;6940;72767"
"76471;1134;72768"
"35207;1134;72770"
"51071;63931;72773"
"8897;1134;72776"
"409193;250519;72776"
"34148;1134;72778"
"10091;1134;72787"
"113319;152985;72789"
"365400;250519;72792"
"382529;6940;72796"
"45431;1134;72797"
"421925;278029;72797"
"420683;250519;72798"
"28107;6940;72803"
"14333;1134;72807"
"166476;1134;72808"
"64723;6940;72810"
"139726;10819;72813"
"169031;1134;72823"
"128344;98639;72828"
"39606;6940;72830"
"208641;6940;72836"
"11992;1134;72839"
"81405;14170;72841"
"27916;1134;72845"
"272693;63931;72851"
"87987;6940;72859"
"114104;63931;72869"
"71246;1134;72871"
"52293;1134;72873"
"97979;6940;72880"
"25628;25633;72894"
"51702;6940;72896"
"113400;6940;72898"
"213792;63931;72900"
"393956;6940;72900"
"137059;63931;72902"
"111730;63931;72914"
"42311;1134;72923"
"82686;6940;72938"
"4798;1134;72946"
"419047;250519;72955"
"19860;1134;72955"
"422010;1134;72966"
"200332;60350;72967"
"98639;66279;72968"
"61740;31216;72970"
"305121;31216;72993"
"197923;250519;72994"
"113395;6940;73002"
"86932;1134;73011"
"385820;250519;73033"
"110170;39885;73035"
"53478;6940;73046"
"191510;1134;73047"
"130153;1134;73048"
"14544;6940;73050"
"214025;1134;73064"
"106569;42907;73066"
"394570;250519;73068"
"393373;6940;73074"
"405864;63931;73075"
"379028;250519;73076"
"186030;1134;73083"
"111185;21782;73088"
"294978;250519;73089"
"153003;1134;73089"
"337558;1134;73090"
"212866;1134;73090"
"24410;1134;73090"
"212866;60350;73112"
"247906;243432;73114"
"126878;1134;73122"
"98639;6940;73145"
"408157;1134;73159"
"53189;6940;73171"
"64327;6940;73173"
"159620;88;73175"
"50319;6940;73185"
"118814;1134;73191"
"158065;1134;73191"
"2149;63931;73203"
"4804;1134;73216"
"257829;250519;73237"
"239203;1134;73237"
"33356;6940;73238"
"136801;37317;73243"
"26054;379028;73249"
"428545;63931;73253"
"31961;1134;73260"
"80035;63931;73286"
"85090;1134;73290"
"399920;6940;73303"
"272273;63931;73304"
"270306;250519;73307"
"219490;63931;73313"
"416416;250519;73314"
"93601;6940;73340"
"178008;250519;73353"
"5506;63931;73365"
"148526;6940;73366"
"226372;250519;73375"
"25083;161696;73381"
"9324;123163;73400"
"194952;1134;73407"
"3919;1134;73416"
"95829;1134;73477"
"63480;6940;73478"
"1160;1134;73479"
"444567;250519;73485"
"121801;98639;73489"
"44119;37317;73491"
"417826;250519;73505"
"200711;250519;73507"
"109246;63931;73515"
"319162;250519;73523"
"435474;63931;73524"
"18973;1134;73527"
"42119;63931;73532"
"12843;11744;73570"
"272656;1134;73572"
"98625;1134;73580"
"43939;6940;73586"
"279771;250519;73594"
"95235;57967;73602"
"183768;26486;73637"
"63090;250519;73648"
"278251;37317;73662"
"24821;6940;73668"
"164493;6940;73672"
"133265;250519;73729"
"23535;43684;73748"
"46733;37308;73762"
"212726;1134;73765"
"105834;1134;73782"
"18906;1134;73787"
"244093;5114;73788"
"195555;1134;73791"
"298696;6940;73794"
"23535;43684;73798"
"55976;1134;73806"
"122663;1134;73813"
"121801;66279;73819"
"77138;1134;73820"
"262258;250519;73826"
"359120;1134;73853"
"116940;1134;73854"
"53302;6940;73864"
"23535;43684;73874"
"67062;250519;73875"
"170261;6940;73876"
"292721;414260;73900"
"10168;1134;73920"
"245607;173417;73928"
"44989;6940;73962"
"195096;1134;73964"
"151054;1134;73971"
"93480;1134;73976"
"168283;1134;73994"
"141756;250519;73996"
"208716;6940;74010"
"426786;250519;74016"
"20327;1134;74023"
"232850;63931;74040"
"95835;6940;74041"
"263870;6940;74053"
"71072;1134;74064"
"35245;6940;74064"
"261373;6940;74065"
"79657;1134;74071"
"93106;10247;74078"
"13578;26486;74083"
"1147;1134;74090"
"179799;121801;74094"
"92499;1134;74096"
"121887;38790;74102"
"335810;6940;74110"
"107442;31216;74119"
"21608;1134;74125"
"179882;1134;74127"
"95660;10247;74138"
"69642;10247;74141"
"110442;6940;74141"
"333584;250519;74153"
"264874;250519;74159"
"50353;1134;74161"
"448155;250519;74162"
"103787;1134;74171"
"339266;250519;74174"
"178634;250519;74175"
"272348;272349;74185"
"130622;6692;74187"
"101977;1134;74195"
"87268;38790;74199"
"429815;250519;74201"
"70524;1134;74230"
"50570;37318;74248"
"93596;6940;74253"
"65774;1134;74254"
"13815;1134;74259"
"159116;57967;74266"
"96734;250519;74283"
"279875;279874;74285"
"86995;77616;74292"
"215024;1134;74302"
"219007;1134;74404"
"279050;250519;74409"
"199234;1134;74435"
"43896;1134;74466"
"98829;1134;74472"
"98311;38790;74497"
"197024;1134;74505"
"177943;1134;74514"
"159332;1134;74546"
"300580;250519;74568"
"160176;1134;74568"
"295742;250519;74577"
"138041;1134;74592"
"162569;98639;74593"
"411878;6940;74606"
"35249;6940;74615"
"210904;63931;74631"
"286030;250519;74641"
"411443;250519;74644"
"44933;63931;74647"
"68539;1134;74686"
"348388;6940;74687"
"133841;63931;74704"
"330384;63931;74707"
"61293;6940;74744"
"449315;250519;74745"
"418310;418309;74759"
"6053;63931;74766"
"182906;6940;74767"
"158955;1134;74783"
"213897;250519;74798"
"289536;250519;74807"
"300607;250519;74815"
"123982;1134;74817"
"36914;1134;74830"
"21565;1134;74837"
"195541;1134;74854"
"299557;250519;74873"
"72388;63931;74879"
"415380;250519;74883"
"83970;6940;74894"
"4310;14170;74906"
"80163;1134;74907"
"238481;250519;74959"
"224237;1134;74970"
"364663;6940;74999"
"98863;43684;75013"
"285491;1134;75066"
"310040;250519;75101"
"130761;63931;75105"
"46260;1134;75111"
"38204;1134;75123"
"7617;14170;75128"
"287935;6940;75130"
"125640;250519;75158"
"50570;39683;75165"
"1160;23200;75176"
"64965;81674;75188"
"61742;6940;75192"
"167290;6940;75208"
"395390;63931;75251"
"58711;31216;75254"
"215859;26486;75299"
"386972;250519;75325"
"142002;1134;75356"
"111732;6940;75400"
"304001;250519;75426"
"27676;63931;75441"
"454065;1134;75444"
"402999;63931;75480"
"69034;250519;75486"
"126099;65644;75501"
"453007;250519;75511"
"343932;6940;75518"
"183976;6940;75543"
"224595;17527;75546"
"387811;250519;75557"
"93249;250519;75587"
"1160;23200;75603"
"224603;8303;75615"
"65223;6940;75630"
"43899;1134;75644"
"408238;250519;75696"
"408507;1134;75728"
"40056;1134;75742"
"451267;250519;75744"
"423981;1134;75793"
"109994;3604;75814"
"138216;22848;75814"
"63486;6940;75866"
"415002;250519;75868"
"185993;63931;75874"
"337963;6940;75888"
"14375;50119;75960"
"148421;1134;75988"
"266037;41382;75992"
"87770;250519;75994"
"34167;27484;76026"
"311589;250519;76035"
"370877;250519;76038"
"355666;100419;76090"
"143517;38790;76091"
"404928;158955;76097"
"65159;6940;76124"
"41399;23461;76125"
"283284;250519;76151"
"200371;250519;76156"
"73861;1134;76176"
"250393;250519;76179"
"35209;1134;76203"
"62551;6940;76207"
"452423;250519;76209"
"76102;6940;76213"
"211740;6940;76224"
"26092;27484;76226"
"233128;21782;76246"
"95935;519;76269"
"186091;27676;76290"
"32433;27484;76300"
"73710;27484;76481"
"332366;308160;76486"
"30671;1134;76486"
"202479;202476;76488"
"419191;250519;76490"
"62576;6940;76503"
"353996;152985;76530"
"385188;421605;76537"
"5087;27484;76565"
"204932;27484;76580"
"171071;1134;76601"
"325485;202476;76603"
"133854;1134;76607"
"393343;21782;76616"
"80592;4665;76628"
"393343;22240;76635"
"245308;250519;76705"
"61687;250519;76725"
"325485;202476;76725"
"80888;12698;76748"
"306994;65644;76780"
"350234;12698;76782"
"202482;202476;76790"
"30351;12698;76794"
"290193;42559;76799"
"139198;63931;76819"
"158584;12698;76826"
"138739;12698;76852"
"129929;27484;76855"
"233404;11876;76863"
"51638;1134;76873"
"319006;250519;76889"
"150912;12698;76930"
"186459;12698;76933"
"23200;28951;76942"
"286094;250519;76951"
"337324;250519;76952"
"98430;98433;76973"
"5087;27484;76985"
"23284;1321;77011"
"116633;118513;77011"
"134352;1134;77056"
"133574;63931;77071"
"59602;6940;77092"
"306171;250519;77092"
"104889;7424;77105"
"207722;1221;77108"
"234621;118513;77121"
"338862;12698;77123"
"143528;3604;77195"
"123568;12698;77245"
"196491;26486;77282"
"200423;168657;77288"
"174678;250519;77297"
"44415;22419;77303"
"378555;250519;77322"
"168585;26092;77353"
"93294;93257;77358"
"99393;1321;77366"
"82861;1321;77410"
"422104;250519;77450"
"372075;510;77453"
"39514;31216;77470"
"311706;250519;77475"
"404283;12698;77493"
"301618;12698;77536"
"215171;510;77557"
"301897;1611;77576"
"47140;19808;77577"
"130892;12698;77593"
"325485;202476;77616"
"369576;6940;77662"
"202476;202479;77692"
"70889;1134;77704"
"339286;63931;77729"
"325485;202479;77740"
"76920;250519;77755"
"73710;138766;77758"
"31607;96684;77799"
"208355;250519;77802"
"71133;6940;77903"
"109001;519;77920"
"58990;96684;77927"
"133556;29810;77953"
"405808;250519;78040"
"27484;5137;78056"
"4412;419047;78061"
"66002;1134;78079"
"226677;43684;78089"
"226677;43684;78097"
"28548;27484;78098"
"398071;6940;78100"
"182424;63931;78109"
"166629;23129;78187"
"331456;250519;78191"
"336911;250519;78246"
"264041;5137;78257"
"187719;68307;78259"
"424465;250519;78284"
"99919;68307;78303"
"262501;250519;78322"
"419191;88;78356"
"262389;6940;78376"
"8497;23129;78386"
"78238;68307;78397"
"437050;250519;78404"
"66917;23129;78412"
"191049;23881;78416"
"124410;2156;78428"
"377620;1134;78433"
"449417;41382;78520"
"284882;23129;78539"
"43716;11555;78541"
"8760;7424;78542"
"109648;68307;78579"
"121586;63931;78611"
"783;23129;78634"
"53100;63931;78635"
"81933;12698;78714"
"106741;1134;78740"
"429140;250519;78752"
"50219;4665;78765"
"202476;202479;78773"
"46317;42559;78883"
"33360;27484;78960"
"50241;11555;78974"
"352997;243432;79004"
"77562;11555;79025"
"188408;43684;79058"
"192913;26486;79102"
"126231;1134;79122"
"400158;250519;79172"
"385572;68307;79201"
"28578;12698;79223"
"431919;250519;79232"
"138830;43684;79242"
"113774;5280;79290"
"157892;26486;79330"
"202439;104722;79340"
"292933;250519;79410"
"175035;250519;79461"
"337798;250519;79468"
"322885;43684;79471"
"322885;43684;79474"
"390428;202479;79501"
"2325;23129;79548"
"243643;250519;79550"
"133756;250519;79594"
"213592;68307;79630"
"43812;43797;79671"
"190520;250519;79700"
"171049;250519;79787"
"63365;96684;79871"
"143704;1134;79948"
"43810;69991;80025"
"378873;9682;80027"
"87449;68307;80086"
"283485;510;80130"
"194408;1134;80142"
"173406;26486;80176"
"148122;23129;80239"
"133528;99573;80284"
"102661;1134;80367"
"406033;250519;80415"
"160038;73365;80436"
"294416;1134;80598"
"294416;26486;80601"
"445083;250519;80668"
"257098;23129;80707"
"232834;250519;80781"
"411530;519;80816"
"111627;18895;80893"
"198907;250519;80895"
"274266;108920;80900"
"343984;6940;80903"
"400258;250519;80907"
"229691;8303;80949"
"448833;67062;81041"
"162686;19808;81164"
"44086;3604;81199"
"230753;26486;81235"
"416761;250519;81238"
"248156;510;81380"
"17244;23129;81384"
"201307;1134;81392"
"20457;7424;81402"
"132596;85386;81412"
"2426;1321;81482"
"103550;48661;81607"
"307383;23129;81630"
"43597;1134;81630"
"38599;1134;81756"
"147324;147255;81775"
"40176;1321;81846"
"303035;250519;81861"
"97382;43684;81909"
"383474;250519;81932"
"7684;510;81947"
"384944;250519;82008"
"165992;6019;82040"
"277858;59898;82044"
"302219;1134;82136"
"256774;43159;82200"
"441746;23129;82209"
"222421;1134;82261"
"402729;250519;82323"
"102223;1134;82339"
"8966;4665;82411"
"289037;21606;82453"
"67504;10179;82476"
"105041;510;82634"
"122711;18065;82675"
"175911;170661;82763"
"289037;432878;82768"
"433144;63931;82800"
"297081;250519;82834"
"422355;250519;82877"
"50862;37317;82882"
"11962;85386;82905"
"73604;43159;82926"
"56536;18065;82969"
"396654;250519;83025"
"273752;250519;83040"
"232981;26092;83079"
"119364;116696;83088"
"12692;12698;83109"
"195999;250519;83133"
"232981;26092;83139"
"164116;26486;83149"
"102461;57967;83217"
"299771;46629;83323"
"195999;41382;83331"
"182254;10179;83365"
"173415;250519;83376"
"393040;250519;83408"
"215675;3604;83417"
"22814;63931;83563"
"393710;41382;83575"
"410877;250519;83616"
"181800;1134;83673"
"2173;63931;83686"
"331689;1134;83748"
"92153;4665;83748"
"444369;250519;83756"
"81699;250519;83781"
"359655;1292;83873"
"220796;5137;83896"
"187225;37317;83918"
"77138;22814;83942"
